บาง	b-aa-ng^-0|
อื้อซ่า	z-vv-z^-2|s-aa-z^-2|
ติน่า	t-i-z^-0|n-aa-z^-2|
ดิสทริบูชั่น	d-i-s^-3|thr-i-z^-0|b-uu-z^-0|ch-a-n^-2|
แม่บ้าน	m-xx-z^-2|b-aa-n^-2|
สันเทียะ	s-a-n^-4|th-ia-z^-3|
ซุปเปอร์	s-u-p^-3|p-qq-z^-2|
ฟู้ด	f-uu-t^-3|
แอนด์	z-xx-n^-1|
ดริ๊งส์	dr-i-ng^-3|
ถก	th-o-k^-1|
เชื้อบุญชัย	ch-vva-z^-3|b-u-n^-0|ch-a-j^-0|
ไวรัส	w-a-j^-0|r-a-t^-3|
หมก	m-o-k^-1|
บลอนด์	bl-@@-n^-0|
ยั่วยุ	j-uua-z^-2|j-u-z^-3|
บึ๋ง	b-v-ng^-4|
หนองกี่ชำนิ	n-@@-ng^-4|k-ii-z^-1|ch-a-m^-0|n-i-z^-3|
พัวพัน	ph-uua-z^-0|ph-a-n^-0|
ซิ้ม	s-i-m^-3|
หงัก	ng-a-k^-1|
ตุกติก	t-u-k^-1|t-i-k^-1|
โพธิ์โสดา	ph-oo-z^-0|s-oo-z^-4|d-aa-z^-0|
ออสเตรเลีย	z-@@-s^-3|tr-ee-z^-0|l-iia-z^-0|
จั๊ว	c-uua-z^-3|
เบลเซอร์	b-e-l^-0|s-qq-z^-2|
เฟอร์รี่	f-qq-z^-0|r-ii-z^-2|
พญาเม็งราย	ph-a-z^-0|j-aa-z^-0|m-e-ng^-0|r-aa-j^-0|
จัสติน	c-a-s^-3|t-i-n^-0|
ไข้เลือดออก	kh-a-j^-2|l-vva-t^-2|z-@@-k^-1|
พยาธิ	ph-a-z^-0|j-aa-t^-2|
บางปู	b-aa-ng^-0|p-uu-z^-0|
ช้วง	ch-uua-ng^-3|
แม่ชี	m-xx-z^-2|ch-ii-z^-0|
วีดิโอ	w-ii-z^-0|d-i-z^-1|z-oo-z^-0|
กล่าวหา	kl-aa-w^-1|h-aa-z^-4|
โครงสร้าง	khr-oo-ng^-0|s-aa-ng^-2|
กล้ามเนื้อ	kl-aa-m^-2|n-vva-z^-3|
สูติ	s-uu-t^-4|t-i-z^-1|
นรีแพทย์	n-a-z^-0|r-ii-z^-0|ph-xx-t^-2|
ครู่	khr-uu-z^-2|
เบื้องหลัง	b-vva-ng^-2|l-a-ng^-4|
แฮม	h-xx-m^-0|
ปุ้ม	p-u-m^-2|
โผลง	phl-oo-ng^-4|
หรา	r-aa-z^-4|
รามาวดี	r-aa-z^-0|m-aa-z^-0|w-a-z^-0|d-ii-z^-0|
เฮง	h-ee-ng^-0|
คาเฟ่	kh-aa-z^-0|f-ee-z^-2|
ฮอย	h-@@-j^-0|
อิแซกสัน	z-i-z^-0|s-xx-k^-3|s-a-n^-4|
เวสบราวน์	w-ee-s^-2|br-aa-w^-0|
อ๋า	z-aa-z^-4|
แฟลตต์	fl-xx-t^-1|
ฉิ่ง	ch-i-ng^-1|
เจ็ตสกี	c-e-t^-3|s-a-z^-0|k-ii-z^-0|
แอฟริกัน	z-xx-f^-3|fr-i-z^-0|k-a-n^-0|
ฮาลิมา	h-aa-z^-0|l-i-z^-0|m-aa-z^-0|
ฮิปโป	h-i-p^-3|p-oo-z^-0|
หัวไหล่	h-uua-z^-4|l-a-j^-1|
แต้ม	t-xx-m^-2|
ฟิวเจอร์	f-i-w^-0|c-qq-z^-2|
เขมราฐ	kh-ee-m^-4|m-a-z^-0|r-aa-t^-2|
ยุ	j-u-z^-3|
มิเตอร์	m-i-z^-3|t-qq-z^-2|
เบอร์ส	b-qq-s^-3|
เกื้อหนุน	k-vva-z^-2|n-u-n^-4|
โพธิ์งาม	ph-oo-z^-0|ng-aa-m^-0|
ครุ่นคิด	khr-u-n^-2|kh-i-t^-3|
กรุ	kr-u-z^-1|
ย่านเชือก	j-aa-n^-2|ch-vva-k^-2|
ไชยา	ch-a-j^-0|j-aa-z^-0|
ขลาด	khl-aa-t^-1|
จิ๊ด	c-i-t^-3|
ทองศรี	th-@@-ng^-0|s-ii-z^-4|
พระเครื่อง	phr-a-z^-3|khr-vva-ng^-2|
แชร์	ch-xx-z^-0|
ชม้อย	ch-a-z^-3|m-@@-j^-3|
สู่ขวัญ	s-uu-z^-1|khw-a-n^-4|
ซุปเปอร์สตาร์	s-u-p^-3|p-qq-z^-0|s-a-z^-1|t-aa-z^-0|
อากร้า	z-aa-z^-0|kr-aa-z^-2|
ฮอร์โมน	h-@@-z^-0|m-oo-n^-0|
พฤศจิกายน	phr-v-t^-3|s-a-z^-0|c-i-z^-1|k-aa-z^-0|j-o-n^-0|
สยามรงค์	s-a-z^-0|j-aa-m^-4|r-o-ng^-0|
พิทนาธรณ์	ph-i-t^-3|th-a-z^-0|n-aa-z^-0|th-@@-n^-0|
เร่ร่อน	r-ee-z^-2|r-@@-n^-2|
คาบูล	kh-aa-z^-0|b-uu-l^-0|
วะ	w-a-z^-3|
แม่โต๊ะโมะโก๊ะ	m-xx-z^-2|t-o-z^-3|m-o-z^-3|k-o-z^-3|
แกว่งไกว	kw-xx-ng^-1|kw-a-j^-0|
บิ๊ก	b-i-k^-3|
โบฟอร์ทโปโล	b-oo-z^-0|f-@@-t^-1|p-oo-z^-0|l-oo-z^-0|
ชาวบ้าน	ch-aa-w^-0|b-aa-n^-2|
เอชไอวี	z-ee-ch^-3|z-a-j^-0|w-ii-z^-0|
คลาดเคลื่อน	khl-aa-t^-2|khl-vva-n^-2|
มอ	m-@@-z^-0|
ซาตาน	s-aa-z^-0|t-aa-n^-0|
บรีน	br-ii-n^-0|
คัดค้าน	kh-a-t^-3|kh-aa-n^-3|
ฟีดเดอร์	f-ii-t^-3|d-qq-z^-2|
ปิ๊ง	p-i-ng^-3|
ไดรฟ์อินน์	dr-a-j^-3|z-i-n^-0|
ปรียานุช	pr-ii-z^-0|j-aa-z^-0|n-u-t^-3|
ฮัมรัมส์เฟลด์	h-a-m^-0|r-a-m^-0|fl-ee-z^-0|
ปูเป้	p-uu-z^-0|p-ee-z^-2|
ปิศาจ	p-i-z^-0|s-aa-t^-1|
ซาร่า	s-aa-z^-0|r-aa-z^-2|
เล่ย์	l-ee-z^-2|
ต๋ง	t-o-ng^-4|
ฝู่ตง	f-uu-z^-1|t-o-ng^-0|
อาฆาต	z-aa-z^-0|kh-aa-t^-2|
เครือญาติ	khr-vva-z^-0|j-aa-t^-2|
พึมพำ	ph-v-m^-0|ph-a-m^-0|
โฟล์คซอง	f-oo-k^-3|s-@@-ng^-0|
เกรียน	kr-iia-n^-0|
กอดห์	k-@@-t^-3|
แอร์พอร์ต	z-xx-z^-0|ph-@@-t^-1|
คิมแตยัง	kh-i-m^-0|t-xx-z^-0|j-a-ng^-0|
คิมแดจุง	kh-i-m^-0|d-xx-z^-0|c-u-ng^-0|
ฟืน	f-vv-n^-0|
ซาก	s-aa-k^-2|
เบี้ยเลี้ยง	b-iia-z^-2|l-iia-ng^-3|
ติ้ว	t-i-w^-2|
เสนาสน์	s-ee-z^-4|n-aa-t^-2|
เหยิน	j-qq-n^-4|
ไนจีเรีย	n-a-j^-0|c-ii-z^-0|r-iia-z^-0|
ช่อประดิษฐ์	ch-@@-z^-2|pr-a-z^-1|d-i-t^-1|
กิ๊บเก๋	k-i-p^-3|k-ee-z^-4|
คิขุ	kh-i-z^-3|kh-u-z^-1|
ลูกบ้าน	l-uu-k^-2|b-aa-n^-2|
ฟัด	f-a-t^-3|
ฟ่อ	f-@@-z^-2|
ตฤณ	tr-i-n^-0|
วุฒิพงษ์ตรีปรีชา	w-u-z^-3|th-i-z^-3|ph-o-ng^-0|tr-ii-z^-0|pr-ii-z^-0|ch-aa-z^-0|
ตัวเหี้ย	t-uua-z^-0|h-iia-z^-2|
มือปล้น	m-vv-z^-0|pl-o-n^-2|
คลองจั่น	khl-@@-ng^-0|c-a-n^-1|
โพธิ์หนองโฮ	ph-oo-z^-0|n-@@-ng^-4|h-oo-z^-0|
ยอดคึมใหญ่	j-@@-t^-2|kh-v-m^-0|j-a-j^-1|
โพธสุธน	ph-oo-z^-2|th-a-z^-3|s-u-z^-1|th-o-n^-0|
ฟาร์อีสเทิร์น	f-aa-z^-0|z-ii-s^-3|th-qq-n^-2|
ดิเวลล้อปเมนต์	d-i-z^-0|w-ee-w^-0|l-@@-z^-1|m-ee-n^-3|
แอร์บัส	z-xx-z^-0|b-a-s^-3|
อัลออว์	z-a-l^-0|z-@@-z^-0|
ซัตกิฟเวน	s-a-t^-3|k-i-f^-3|w-ee-n^-2|
ดัชเชส	d-a-ch^-3|ch-ee-s^-3|
อินเตกรา	z-i-n^-0|t-ee-z^-0|kr-aa-z^-0|
ซัง	s-a-ng^-0|
เจอะ	c-q-z^-1|
เนื้อเยื่อ	n-vva-z^-3|j-vva-z^-2|
คล้ำ	khl-a-m^-3|
เซเกต์แบลร์	s-ee-z^-0|k-ee-z^-0|bl-xx-z^-0|
เยื้อ	j-vva-z^-3|
เจ้าหนี้	c-a-w^-2|n-ii-z^-2|
บอมบ์	b-@@-m^-0|
แท่น	th-xx-n^-2|
เฟ้บ	f-ee-p^-3|
อึมครึม	z-v-m^-0|khr-v-m^-0|
ศรีประจันต์	s-ii-z^-4|pr-a-z^-1|c-a-n^-0|
ตรียกุล	tr-ii-z^-0|j-a-z^-3|k-u-n^-0|
เลขะวณิช	l-ee-z^-0|kh-a-z^-1|w-a-z^-0|n-i-t^-3|
เขาสวนกวาง	kh-a-w^-4|s-uua-n^-4|kw-aa-ng^-0|
ปั่น	p-a-n^-1|
พ่อค้า	ph-@@-z^-2|kh-aa-z^-3|
แวต	w-xx-t^-2|
ดรัสวัต	dr-a-t^-1|s-a-z^-0|w-a-t^-3|
พร้อมชื่นตระกูล	phr-@@-m^-3|ch-vv-n^-2|tr-a-z^-1|k-uu-n^-0|
โปโล	p-oo-z^-0|l-oo-z^-0|
ทเวนตี้	th-a-z^-0|w-ee-n^-0|t-ii-z^-2|
ฟลอร์เลิฟ	fl-@@-z^-0|l-qq-f^-3|
ลีพลัส	l-ii-z^-0|phl-a-s^-3|
หม้อแปลง	m-@@-z^-2|pl-xx-ng^-0|
เบรกเกอร์	br-ee-k^-1|k-qq-z^-2|
หอยโข่ง	h-@@-j^-4|kh-oo-ng^-1|
สามวา	s-aa-m^-4|w-aa-z^-0|
วอร์ม	w-@@-m^-0|
พระครู	phr-a-z^-3|khr-uu-z^-0|
ศรีอนุชาต	s-ii-z^-4|z-a-z^-1|n-u-z^-1|ch-aa-t^-2|
ไตรปิฎก	tr-a-j^-0|p-i-z^-1|d-o-k^-1|
กุฉินารายน์	k-u-z^-1|ch-i-z^-1|n-aa-z^-0|r-aa-j^-0|
ปิตะโหตะระ	p-i-z^-1|t-a-z^-1|h-oo-z^-4|t-a-z^-1|r-a-z^-3|
หยุย	j-u-j^-4|
หวอด	w-@@-t^-1|
กุ	k-u-z^-1|
ขู่อย่า	kh-uu-z^-1|j-aa-z^-1|
เจ็ก	c-e-k^-3|
พิจิตต	ph-i-z^-3|c-i-t^-1|
ปึงไพบูลย์	p-v-ng^-0|ph-a-j^-0|b-uu-n^-0|
ฮูลิแกน	h-uu-z^-0|l-i-z^-0|k-xx-n^-0|
ปิ๊ก	p-i-k^-3|
คอสโก้	kh-@@-s^-3|k-oo-z^-2|
แคลร์ชอร์ต	khl-xx-z^-0|ch-@@-t^-1|
แคปปิตอล	kh-xx-p^-3|p-i-z^-0|t-@@-l^-2|
แฟคตอรี่	f-xx-k^-2|t-@@-z^-0|r-ii-z^-2|
ฟิลิปส์	f-i-z^-0|l-i-p^-1|
บราสแบนด์	br-aa-s^-3|b-xx-n^-0|
ฟ็อกเกอร์	f-@-k^-3|k-qq-z^-2|
เนื้อทราย	n-vva-z^-3|s-aa-j^-0|
เวียงป่าเป้า	w-iia-ng^-0|p-aa-z^-1|p-a-w^-2|
ป่ากล้วย	p-aa-z^-1|kw-uua-j^-2|
บริน	br-i-n^-0|
เนอร์สซิ่งบริท	n-qq-s^-3|s-i-ng^-2|br-i-t^-3|
เลอโฉม	l-qq-z^-0|ch-oo-m^-4|
เยื่อ	j-vva-z^-2|
พรหมจารี	phr-o-m^-0|m-a-z^-0|c-aa-z^-0|r-ii-z^-0|
บริทเตอร์	br-i-t^-3|t-qq-z^-2|
อมร	z-a-z^-0|m-@@-n^-0|
เคราะห์ร้าย	khr-@-z^-3|r-aa-j^-3|
เหม่อลอย	m-qq-z^-1|l-@@-j^-0|
ง่วงเหม่	ng-uua-ng^-2|m-ee-z^-1|
ทับทั่ว	th-a-p^-3|th-uua-z^-2|
มติ	m-a-z^-3|t-i-z^-1|
ปวงชน	p-uua-ng^-0|ch-o-n^-0|
เฮ็ม	h-e-m^-0|
เฮือน	h-vva-n^-0|
บาหยี	b-aa-z^-0|j-ii-z^-4|
เฟดฟันด์เรท	f-ee-t^-3|f-a-n^-0|r-ee-t^-2|
เบี้ยฝาก	b-iia-z^-2|f-aa-k^-1|
โอ๊ค	z-oo-k^-3|
ยับเยิน	j-a-p^-3|j-qq-n^-0|
คั่ว	kh-uua-z^-2|
ฮุล	h-u-l^-0|
ศิริปิยะวัฒน์	s-i-z^-1|r-i-z^-1|p-i-z^-1|j-a-z^-3|w-a-t^-3|
เบี้ยปรับ	b-iia-z^-2|pr-a-p^-1|
เซฟิชิ่ง	s-ee-z^-0|f-i-z^-3|ch-i-ng^-2|
เกรอะกรัง	kr-q-z^-1|kr-a-ng^-0|
ง่อย	ng-@@-j^-2|
ความกิ๊บเก๋	khw-aa-m^-0|k-i-p^-3|k-ee-z^-4|
ทองพลุ	th-@@-ng^-0|phl-u-z^-3|
พรหมแพทย์	phr-o-m^-0|ph-xx-t^-2|
แม่ค้า	m-xx-z^-2|kh-aa-z^-3|
โคร่ง	khr-oo-ng^-2|
ฮึด	h-v-t^-3|
หนังโป๊	n-a-ng^-4|p-oo-z^-3|
ฟริงส์บาฟส์	fr-i-ng^-3|b-aa-f^-3|
คงเตอร์พราย	kh-o-ng^-0|t-qq-z^-2|phr-aa-j^-0|
โรสเกลนนา	r-oo-s^-3|kl-ee-n^-0|n-aa-z^-2|
ซูโบรนี	s-uu-z^-0|br-oo-z^-0|n-ii-z^-2|
ยาหม่อง	j-aa-z^-0|m-@@-ng^-1|
นรก	n-a-z^-0|r-o-k^-3|
ทาบเขวา	th-aa-p^-2|kh-ee-z^-4|w-aa-z^-0|
แก้งคร้อ	k-xx-ng^-2|khr-@@-z^-3|
ท่าแซะ	th-aa-z^-2|s-x-z^-3|
แอ็กชั่น	z-x-k^-1|ch-a-n^-2|
พลีท	phl-ii-t^-3|
พัทรา	ph-a-t^-3|thr-aa-z^-0|
พระนคร	phr-a-z^-3|n-a-z^-3|kh-@@-n^-0|
จู๋จี๋	c-uu-z^-4|c-ii-z^-4|
เพื่อนซี้	ph-vva-n^-2|s-ii-z^-3|
จ๊กมก	c-o-k^-3|m-o-k^-3|
เป็นชู้	p-e-n^-0|ch-uu-z^-3|
เครก	khr-ee-k^-3|
เครืองาม	khr-vva-z^-0|ng-aa-m^-0|
เฉิดเฉลา	ch-qq-t^-1|ch-a-z^-0|l-a-w^-4|
แพรว	phr-xx-w^-0|
ลุ่ม	l-u-m^-2|
ปริม	pr-i-m^-0|
อือตระกูล	z-vv-z^-0|tr-a-z^-1|k-uu-n^-0|
เส็ง	s-e-ng^-4|
ท่าฉาง	th-aa-z^-2|ch-aa-ng^-4|
บิ๊กซี	b-i-k^-3|s-ii-z^-0|
รายจ่าย	r-aa-j^-0|c-aa-j^-1|
บราโว	br-aa-z^-0|w-oo-z^-0|
บลอนด์เตอร์	bl-@@-n^-0|t-qq-z^-0|
อมก๋อย	z-o-m^-0|k-@@-j^-4|
ฉิมพลี	ch-i-m^-4|phl-ii-z^-0|
แหม	m-xx-z^-4|
น้ำปลา	n-a-m^-3|pl-aa-z^-0|
โก้เก๋	k-oo-z^-2|k-ee-z^-4|
เนื้อที่	n-vva-z^-3|th-ii-z^-2|
ปลวกแดง	pl-uua-k^-1|d-xx-ng^-0|
แปลง	pl-xx-ng^-0|
ซาห้า	s-aa-z^-0|h-aa-z^-2|
ไปรษณียบัตร	pr-a-j^-0|s-a-z^-0|n-ii-z^-0|j-a-z^-0|b-a-t^-1|
ท้อ	th-@@-z^-3|
เพาะ	ph-@-z^-3|
กระฉ่อน	kr-a-z^-1|ch-@@-n^-1|
ขี้เหร่	kh-ii-z^-2|r-ee-z^-1|
ด็อกนี้	d-@-k^-1|n-ii-z^-3|
โซ่	s-oo-z^-2|
ยังออก	j-a-ng^-0|z-@@-k^-1|
ขี้เหงา	kh-ii-z^-2|ng-a-w^-4|
ตึง	t-v-ng^-0|
หนุ่ย	n-u-j^-1|
คู่ใจ	kh-uu-z^-2|c-a-j^-0|
เสแสร้ง	s-ee-z^-4|s-xx-ng^-2|
ปรองดอง	pr-@@-ng^-0|d-@@-ng^-0|
คราวนั้น	khr-aa-w^-0|n-a-n^-3|
เดอะแบงก์	d-q-z^-1|b-xx-ng^-0|
นะจ๊ะ	n-a-z^-3|c-a-z^-3|
ฝ่ายกู้	f-aa-j^-1|k-uu-z^-2|
มือฉก	m-vv-z^-0|ch-o-k^-1|
กม.	k-@@-z^-0|m-@@-z^-0|
ตุ๊ด	t-u-t^-3|
ชุมพล	ch-u-m^-0|ph-o-n^-0|
หมง	m-o-ng^-4|
หนาดโพธิ์	n-aa-t^-1|ph-oo-z^-0|
ฮึ่ม	h-v-m^-2|
มือจี้	m-vv-z^-0|c-ii-z^-2|
เดฟเดิด	d-ee-f^-3|d-qq-t^-1|
งูหงอน	ng-uu-z^-0|ng-@@-n^-4|
มือฮั้ว	m-vv-z^-0|h-uua-z^-3|
กันเกรา	k-a-n^-0|kr-a-w^-0|
โกะ	k-o-z^-1|
น้ำท่วม	n-a-m^-3|th-uua-m^-2|
บางซื่อ	b-aa-ng^-0|s-vv-z^-2|
เพียยุระ	ph-iia-z^-0|j-u-z^-3|r-a-z^-3|
ฟื้นฟู	f-vv-n^-3|f-uu-z^-0|
แหล่งน้ำ	l-xx-ng^-1|n-a-m^-3|
เอือดใหญ่	z-vva-t^-1|j-a-j^-1|
เนี้ยว	n-iia-w^-3|
เนินสง่า	n-qq-n^-0|s-a-z^-1|ng-aa-z^-1|
ฉายเลิศ	ch-aa-j^-4|l-qq-t^-2|
ควอลิตี้	khw-@@-z^-0|l-i-z^-3|t-ii-z^-2|
ควอตซ์	khw-@@-t^-2|
ทึ่ง	th-v-ng^-2|
แทนคอ	th-xx-n^-0|kh-@@-z^-0|
ที่แท้	th-ii-z^-2|th-xx-z^-3|
ยอยศ	j-@@-z^-0|j-o-t^-3|
ต้นทุน	t-o-n^-2|th-u-n^-0|
ฮอนด้า	h-@@-n^-0|d-aa-z^-2|
พรีเซียส	phr-ii-z^-0|s-iia-s^-3|
เหล่าเทียะ	l-a-w^-1|th-ia-z^-0|
ชดใช้	ch-o-t^-3|ch-a-j^-3|
เหือด	h-vva-t^-1|
ไพร่	phr-a-j^-2|
ปุ๊บ	p-u-p^-3|
หรั่ง	r-a-ng^-1|
โบ้ย	b-oo-j^-2|
พร้อมเพรียง	phr-@@-m^-3|phr-iia-ng^-0|
มือหวด	m-vv-z^-0|h-uua-t^-1|
ซีก	s-ii-k^-2|
ลูกโซ่	l-uu-k^-2|s-oo-z^-2|
เสียเปล่า	s-iia-z^-4|pl-a-w^-1|
โฉวฉิวหวอ	ch-oo-w^-4|ch-i-w^-4|w-@@-z^-4|
บึ้ม	b-v-m^-2|
ปุ๋ยมือ	p-u-j^-4|m-vv-z^-0|
เค็ด	kh-e-t^-3|
รสริน	r-o-s^-3|s-a-z^-0|r-i-n^-0|
เสลภูมิ	s-ee-z^-4|l-a-z^-3|ph-uu-m^-0|
เวิร์กช็อป	w-qq-k^-3|ch-@-p^-1|
เปลือง	pl-vva-ng^-0|
ล้อเลิศไล	l-@@-z^-3|l-qq-t^-2|l-a-j^-0|
อี่น	z-ii-n^-1|
เฮา	h-a-w^-0|
กึง	k-v-ng^-0|
กั่วบุญ	k-uua-z^-1|b-u-n^-0|
เซี่ยงไฮ้	s-iia-ng^-2|h-a-j^-3|
ชายขำเปลี่ยน	ch-aa-j^-0|kh-a-m^-4|pl-iia-n^-1|
เถินเถิดเทิง	th-qq-n^-4|th-qq-t^-1|th-qq-ng^-0|
คุณธรรม	kh-u-n^-0|n-a-z^-0|th-a-m^-0|
วัฒนธรรม	w-a-t^-3|th-a-z^-0|n-a-z^-3|th-a-m^-0|
เสื่อม	s-vva-m^-1|
ล้านฮา	l-aa-n^-3|h-aa-z^-0|
หันเห	h-a-n^-4|h-ee-z^-4|
แกร่ง	kr-xx-ng^-1|
เถอะน่า	th-q-z^-1|n-aa-z^-2|
เต่างอย	t-a-w^-1|ng-@@-j^-0|
ฟอร์ด	f-@@-t^-2|
จด	c-o-t^-1|
สายซอ	s-aa-j^-4|s-@@-z^-0|
ร้องกวางสอง	r-@@-ng^-3|kw-aa-ng^-0|s-@@-ng^-4|
เหอกวาง	h-qq-z^-4|kw-aa-ng^-0|
เคหะ	kh-ee-z^-0|h-a-z^-1|
เซิ้ง	s-qq-ng^-3|
เซฟเหว่ยเซียะ	s-ee-f^-3|w-qq-j^-1|s-ia-z^-3|
บูรณ์	br-uu-n^-0|
หัวโจก	h-uua-z^-4|c-oo-k^-1|
หัวซิ่นหู่	h-uua-z^-4|s-i-n^-2|h-uu-z^-1|
เผ่าไท	ph-a-w^-1|th-a-j^-0|
ลูกเตะ	l-uu-k^-2|t-e-z^-1|
บรอสเด้	br-@@-s^-3|d-ee-z^-2|
ผละ	phl-a-z^-1|
เถียง	th-iia-ng^-4|
เลื้อย	l-vva-j^-3|
สูสี	s-uu-z^-4|s-ii-z^-4|
เพลี่ยง	phl-iia-ng^-2|
พื้นฐาน	ph-vv-n^-3|th-aa-n^-4|
หวังยศ	w-a-ng^-4|j-o-t^-3|
บื้อ	b-vv-z^-2|
เต๋ย	t-qq-j^-4|
มือเฝ้า	m-vv-z^-0|f-a-w^-2|
ว่าน	w-aa-n^-2|
หม่อน	m-@@-n^-1|
ไพร	phr-a-j^-0|
พั้ว	ph-uua-z^-3|
เหงือก	ng-vva-k^-1|
โดมแมตชิ่ง	d-oo-m^-0|m-xx-t^-2|ch-i-ng^-2|
ยี้	j-ii-z^-3|
ช้อน	ch-@@-n^-3|
เลาขวัญ	l-a-w^-0|khw-a-n^-4|
โฉว	ch-oo-w^-4|
หยวนหยี	j-uua-n^-4|j-ii-z^-4|
เท่ห์	th-ee-z^-2|
พลิ้ว	phl-i-w^-3|
สามปลื้ม	s-aa-m^-4|pl-vv-m^-2|
ครีบ	khr-ii-p^-2|
จิ๊กซอว์	c-i-k^-3|s-@@-z^-0|
แซมบ้า	s-xx-m^-0|b-aa-z^-2|
วาแดช	w-aa-z^-0|d-xx-ch^-3|
ปริญญา	p-a-z^-0|r-i-n^-1|j-aa-z^-0|
ถั่วเขียว	th-uua-z^-1|kh-iia-w^-4|
แป๊ะก๊วย	p-x-z^-3|k-uua-j^-3|
บัวแฝด	b-uua-z^-0|f-xx-t^-1|
เนื้อแยมถั่ว	n-vva-z^-3|j-xx-m^-0|th-uua-z^-1|
ภูสามง่าม	ph-uu-z^-0|s-aa-m^-4|ng-aa-m^-2|
เอกซเรย์	z-ee-k^-1|s-a-z^-3|r-ee-z^-0|
โทเฉลียง	th-oo-z^-0|ch-a-z^-0|l-iia-ng^-4|
หมายจับ	m-aa-j^-4|c-a-p^-1|
เจียดเจี๊ยะ	c-iia-t^-1|c-ia-z^-3|
ผายุ้นต์	ph-aa-z^-4|j-u-z^-3|
บุ่งคล้า	b-u-ng^-1|khl-aa-z^-3|
จั่ว	c-uua-z^-1|
ปึ๊ง	p-v-ng^-3|
เมี่ยง	m-iia-ng^-2|
ชั่ววูบ	ch-uua-z^-2|w-uu-p^-2|
ย่อ	j-@@-z^-2|
กอวอ	k-@@-z^-0|c-@@-z^-0|
ใกล้ชิด	kl-a-j^-2|ch-i-t^-3|
เมตริกตัน	m-ee-t^-3|tr-i-k^-1|t-a-n^-0|
คุรุสภา	kh-u-z^-3|r-u-z^-3|s-a-z^-0|ph-aa-z^-0|
กรุงสีช่อง	kr-u-ng^-0|s-ii-z^-4|ch-@@-ng^-2|
สิ่ว	s-i-w^-1|
ดูแคลน	d-uu-z^-0|khl-xx-n^-0|
หมั่นไส้	m-a-n^-1|s-a-j^-2|
แม่อาย	m-xx-z^-2|z-aa-j^-0|
ซื่อตรง	s-vv-z^-2|tr-o-ng^-0|
แปรเปลี่ยน	pr-xx-z^-0|pl-iia-n^-1|
อดสู	z-o-t^-1|s-uu-z^-4|
ง่วง	ng-uua-ng^-2|
น้อยหน้า	n-@@-j^-3|n-aa-z^-2|
อวย	z-uua-j^-0|
กันเอง	k-a-n^-0|z-ee-ng^-0|
เอ้ออ้า	z-qq-z^-2|z-aa-z^-2|
มูก	m-uu-k^-2|
วิ่งผลัด	w-i-ng^-2|phl-a-t^-1|
ป้อ	p-@@-z^-2|
จี๋จ๋า	c-ii-z^-4|c-aa-z^-4|
คร่ำครวญ	khr-a-m^-2|khr-uua-n^-0|
ศรีภริยา	s-ii-z^-4|ph-a-z^-3|r-i-z^-3|j-aa-z^-0|
แขกเหรื่อ	kh-xx-k^-1|r-vva-z^-1|
ต้นไม้	t-o-n^-2|m-a-j^-3|
กอ	k-@@-z^-0|
เรื้อน	r-vva-n^-3|
ปึก	p-v-k^-1|
เครื่องมือ	khr-vva-ng^-2|m-vv-z^-0|
วุน	w-u-n^-0|
ท้อแท้	th-@@-z^-3|th-xx-z^-3|
กลี	kl-ii-z^-0|
อาเซียน	z-aa-z^-0|s-iia-n^-0|
แปรพักตร์	pr-xx-z^-0|ph-a-k^-3|
โบร	br-oo-z^-0|
แหยง	j-xx-ng^-4|
แคร่	khr-xx-z^-2|
ยืด	j-vv-t^-2|
เชื้อสาย	ch-vva-z^-3|s-aa-j^-4|
คลางแคลง	khl-aa-ng^-0|khl-xx-ng^-0|
เหยียว	j-iia-w^-4|
ทดสอบ	th-o-t^-3|s-@@-p^-1|
ยอมรับ	j-@@-m^-0|r-a-p^-3|
จ้ะ	c-a-z^-2|
หลืบ	l-vv-p^-1|
ใบ้	b-a-j^-2|
ห้าหลืบ	h-aa-z^-2|l-vv-p^-1|
โปรย	pr-oo-j^-0|
เจือจาง	c-vva-z^-0|c-aa-ng^-0|
หลอน	l-@@-n^-4|
โผเผ	ph-oo-z^-4|ph-ee-z^-4|
ตอนนี้	t-@@-n^-0|n-ii-z^-3|
ทื่อ	th-vv-z^-2|
ปากแตระ	p-aa-k^-1|tr-x-z^-1|
งัวเงีย	ng-uua-z^-0|ng-iia-z^-0|
งุนงง	ng-u-n^-0|ng-o-ng^-0|
เง็กเงีย	ng-e-k^-3|ng-iia-z^-0|
งุบงิบ	ng-u-p^-3|ng-i-p^-3|
น้องโป๊	n-@@-ng^-3|p-oo-z^-3|
แยะ	j-x-z^-3|
ฟีดแบ็ก	f-ii-t^-3|b-x-k^-1|
สามปลอม	s-aa-m^-4|pl-@@-m^-0|
เจ้ามือ	c-a-w^-2|m-vv-z^-0|
โพลน	phl-oo-n^-0|
หมอชิต	m-@@-z^-4|ch-i-t^-3|
รูคือ	r-uu-z^-0|kh-vv-z^-0|
หัวคิ้ว	h-uua-z^-4|kh-i-w^-3|
แหวนเบี้ย	w-xx-n^-4|b-iia-z^-2|
บ่า	b-aa-z^-1|
พลวง	phl-uua-ng^-0|
หัวเหวี่ยง	h-uua-z^-4|w-iia-ng^-1|
ปรอก	pr-@@-k^-1|
ก็เพลีย	k-@@-z^-2|phl-iia-z^-0|
เป๊าะ	p-@-z^-3|
